addfriend_dz(uid=305512, domain=dom)
addfriend_dz(uid=300881, domain=dom)
addfriend_dz(uid=300880, domain=dom)
addfriend_dz(uid=300879, domain=dom)
addfriend_dz(uid=300878, domain=dom)
addfriend_dz(uid=300877, domain=dom)
addfriend_dz(uid=300876, domain=dom)
addfriend_dz(uid=300875, domain=dom)
addfriend_dz(uid=300874, domain=dom)
addfriend_dz(uid=300873, domain=dom)
addfriend_dz(uid=300872, domain=dom)
addfriend_dz(uid=300871, domain=dom)
addfriend_dz(uid=300870, domain=dom)
addfriend_dz(uid=300869, domain=dom)
addfriend_dz(uid=300868, domain=dom)
addfriend_dz(uid=300867, domain=dom)
addfriend_dz(uid=300866, domain=dom)
addfriend_dz(uid=300865, domain=dom)
addfriend_dz(uid=300864, domain=dom)
addfriend_dz(uid=300863, domain=dom)
addfriend_dz(uid=300862, domain=dom)
addfriend_dz(uid=300861, domain=dom)
addfriend_dz(uid=300860, domain=dom)
addfriend_dz(uid=300859, domain=dom)
addfriend_dz(uid=300858, domain=dom)
addfriend_dz(uid=300857, domain=dom)
addfriend_dz(uid=300856, domain=dom)
addfriend_dz(uid=300855, domain=dom)
addfriend_dz(uid=300854, domain=dom)
addfriend_dz(uid=300853, domain=dom)
addfriend_dz(uid=300852, domain=dom)
addfriend_dz(uid=300851, domain=dom)
addfriend_dz(uid=300850, domain=dom)
addfriend_dz(uid=300849, domain=dom)
addfriend_dz(uid=300848, domain=dom)
addfriend_dz(uid=300847, domain=dom)
addfriend_dz(uid=300846, domain=dom)
addfriend_dz(uid=300845, domain=dom)
addfriend_dz(uid=300844, domain=dom)
addfriend_dz(uid=300843, domain=dom)
addfriend_dz(uid=300842, domain=dom)
addfriend_dz(uid=300841, domain=dom)
addfriend_dz(uid=300840, domain=dom)
addfriend_dz(uid=300839, domain=dom)
addfriend_dz(uid=300838, domain=dom)
addfriend_dz(uid=300837, domain=dom)
addfriend_dz(uid=300836, domain=dom)
addfriend_dz(uid=300835, domain=dom)
addfriend_dz(uid=300834, domain=dom)
addfriend_dz(uid=300833, domain=dom)
addfriend_dz(uid=300832, domain=dom)
addfriend_dz(uid=300831, domain=dom)
addfriend_dz(uid=300830, domain=dom)
addfriend_dz(uid=300829, domain=dom)
addfriend_dz(uid=300828, domain=dom)
addfriend_dz(uid=300827, domain=dom)
addfriend_dz(uid=300826, domain=dom)
addfriend_dz(uid=300825, domain=dom)
addfriend_dz(uid=300824, domain=dom)
addfriend_dz(uid=300823, domain=dom)
addfriend_dz(uid=300822, domain=dom)
addfriend_dz(uid=300821, domain=dom)
addfriend_dz(uid=300820, domain=dom)
addfriend_dz(uid=300819, domain=dom)
addfriend_dz(uid=300818, domain=dom)
addfriend_dz(uid=300817, domain=dom)
addfriend_dz(uid=300816, domain=dom)
addfriend_dz(uid=300815, domain=dom)
addfriend_dz(uid=300814, domain=dom)
addfriend_dz(uid=300813, domain=dom)
addfriend_dz(uid=300812, domain=dom)
addfriend_dz(uid=300811, domain=dom)
addfriend_dz(uid=300810, domain=dom)
addfriend_dz(uid=300809, domain=dom)
addfriend_dz(uid=300808, domain=dom)
addfriend_dz(uid=300807, domain=dom)
addfriend_dz(uid=300806, domain=dom)
addfriend_dz(uid=300805, domain=dom)
addfriend_dz(uid=300804, domain=dom)
addfriend_dz(uid=300803, domain=dom)
addfriend_dz(uid=300802, domain=dom)
addfriend_dz(uid=300801, domain=dom)
addfriend_dz(uid=300800, domain=dom)
addfriend_dz(uid=300799, domain=dom)
addfriend_dz(uid=300798, domain=dom)
addfriend_dz(uid=300797, domain=dom)
addfriend_dz(uid=300796, domain=dom)
addfriend_dz(uid=300795, domain=dom)
addfriend_dz(uid=300794, domain=dom)
addfriend_dz(uid=300793, domain=dom)
addfriend_dz(uid=300792, domain=dom)
addfriend_dz(uid=300791, domain=dom)
addfriend_dz(uid=300790, domain=dom)
addfriend_dz(uid=300789, domain=dom)
addfriend_dz(uid=300788, domain=dom)
addfriend_dz(uid=300787, domain=dom)
addfriend_dz(uid=300786, domain=dom)
addfriend_dz(uid=300785, domain=dom)
addfriend_dz(uid=300784, domain=dom)
addfriend_dz(uid=300783, domain=dom)
addfriend_dz(uid=300782, domain=dom)
addfriend_dz(uid=300781, domain=dom)
addfriend_dz(uid=300780, domain=dom)
addfriend_dz(uid=300779, domain=dom)
addfriend_dz(uid=300778, domain=dom)
addfriend_dz(uid=300777, domain=dom)
addfriend_dz(uid=300776, domain=dom)
addfriend_dz(uid=300775, domain=dom)
addfriend_dz(uid=300774, domain=dom)
addfriend_dz(uid=300773, domain=dom)
addfriend_dz(uid=300772, domain=dom)
addfriend_dz(uid=300771, domain=dom)
addfriend_dz(uid=300770, domain=dom)
addfriend_dz(uid=300769, domain=dom)
addfriend_dz(uid=300768, domain=dom)
addfriend_dz(uid=300767, domain=dom)
addfriend_dz(uid=300766, domain=dom)
addfriend_dz(uid=300765, domain=dom)
addfriend_dz(uid=300764, domain=dom)
addfriend_dz(uid=300763, domain=dom)
addfriend_dz(uid=300762, domain=dom)
addfriend_dz(uid=300761, domain=dom)
addfriend_dz(uid=300760, domain=dom)
addfriend_dz(uid=300759, domain=dom)
addfriend_dz(uid=300758, domain=dom)
addfriend_dz(uid=300757, domain=dom)
addfriend_dz(uid=300756, domain=dom)
addfriend_dz(uid=300755, domain=dom)
addfriend_dz(uid=300754, domain=dom)
addfriend_dz(uid=300753, domain=dom)
addfriend_dz(uid=300752, domain=dom)
addfriend_dz(uid=300751, domain=dom)
addfriend_dz(uid=300750, domain=dom)
addfriend_dz(uid=300749, domain=dom)
addfriend_dz(uid=300748, domain=dom)
addfriend_dz(uid=300747, domain=dom)
addfriend_dz(uid=300746, domain=dom)
addfriend_dz(uid=300745, domain=dom)
addfriend_dz(uid=300744, domain=dom)
addfriend_dz(uid=300743, domain=dom)
addfriend_dz(uid=300742, domain=dom)
addfriend_dz(uid=300741, domain=dom)
addfriend_dz(uid=300740, domain=dom)
addfriend_dz(uid=300739, domain=dom)
addfriend_dz(uid=300738, domain=dom)
addfriend_dz(uid=300737, domain=dom)
addfriend_dz(uid=300736, domain=dom)
addfriend_dz(uid=300735, domain=dom)
addfriend_dz(uid=300734, domain=dom)
addfriend_dz(uid=300733, domain=dom)
addfriend_dz(uid=300732, domain=dom)
addfriend_dz(uid=300731, domain=dom)
addfriend_dz(uid=300730, domain=dom)
addfriend_dz(uid=300729, domain=dom)
addfriend_dz(uid=300728, domain=dom)
addfriend_dz(uid=300727, domain=dom)
addfriend_dz(uid=300726, domain=dom)
addfriend_dz(uid=300725, domain=dom)
addfriend_dz(uid=300724, domain=dom)
addfriend_dz(uid=300723, domain=dom)
addfriend_dz(uid=300722, domain=dom)
addfriend_dz(uid=300721, domain=dom)
addfriend_dz(uid=300720, domain=dom)
addfriend_dz(uid=300719, domain=dom)
addfriend_dz(uid=300718, domain=dom)
addfriend_dz(uid=300717, domain=dom)
addfriend_dz(uid=300716, domain=dom)
addfriend_dz(uid=300715, domain=dom)
addfriend_dz(uid=300714, domain=dom)
addfriend_dz(uid=300713, domain=dom)
addfriend_dz(uid=300712, domain=dom)
addfriend_dz(uid=300711, domain=dom)
addfriend_dz(uid=300710, domain=dom)
addfriend_dz(uid=300709, domain=dom)
addfriend_dz(uid=300708, domain=dom)
addfriend_dz(uid=300707, domain=dom)
addfriend_dz(uid=300706, domain=dom)
addfriend_dz(uid=300705, domain=dom)
addfriend_dz(uid=300704, domain=dom)
addfriend_dz(uid=300703, domain=dom)
addfriend_dz(uid=300702, domain=dom)
addfriend_dz(uid=300701, domain=dom)
addfriend_dz(uid=300700, domain=dom)
addfriend_dz(uid=300699, domain=dom)
addfriend_dz(uid=300698, domain=dom)
addfriend_dz(uid=300697, domain=dom)
addfriend_dz(uid=300696, domain=dom)
addfriend_dz(uid=300695, domain=dom)
addfriend_dz(uid=300694, domain=dom)
addfriend_dz(uid=300693, domain=dom)
addfriend_dz(uid=300692, domain=dom)
addfriend_dz(uid=300691, domain=dom)
addfriend_dz(uid=300690, domain=dom)
addfriend_dz(uid=300689, domain=dom)
addfriend_dz(uid=300688, domain=dom)
addfriend_dz(uid=300687, domain=dom)
addfriend_dz(uid=300686, domain=dom)
addfriend_dz(uid=300685, domain=dom)
addfriend_dz(uid=300684, domain=dom)
addfriend_dz(uid=300683, domain=dom)
addfriend_dz(uid=300682, domain=dom)
addfriend_dz(uid=300681, domain=dom)
addfriend_dz(uid=300680, domain=dom)
addfriend_dz(uid=300679, domain=dom)
addfriend_dz(uid=300678, domain=dom)
addfriend_dz(uid=300677, domain=dom)
addfriend_dz(uid=300676, domain=dom)
addfriend_dz(uid=300675, domain=dom)
addfriend_dz(uid=300674, domain=dom)
addfriend_dz(uid=300673, domain=dom)
addfriend_dz(uid=300672, domain=dom)
addfriend_dz(uid=300671, domain=dom)
addfriend_dz(uid=300670, domain=dom)
addfriend_dz(uid=300669, domain=dom)
addfriend_dz(uid=300668, domain=dom)
addfriend_dz(uid=300667, domain=dom)
addfriend_dz(uid=300666, domain=dom)
addfriend_dz(uid=300665, domain=dom)
addfriend_dz(uid=300664, domain=dom)
addfriend_dz(uid=300663, domain=dom)
addfriend_dz(uid=300662, domain=dom)
addfriend_dz(uid=300661, domain=dom)
addfriend_dz(uid=300660, domain=dom)
addfriend_dz(uid=300659, domain=dom)
addfriend_dz(uid=300658, domain=dom)
addfriend_dz(uid=300657, domain=dom)
addfriend_dz(uid=300656, domain=dom)
addfriend_dz(uid=300655, domain=dom)
addfriend_dz(uid=300654, domain=dom)
addfriend_dz(uid=300653, domain=dom)
addfriend_dz(uid=300652, domain=dom)
addfriend_dz(uid=300651, domain=dom)
addfriend_dz(uid=300650, domain=dom)
addfriend_dz(uid=300649, domain=dom)
addfriend_dz(uid=300648, domain=dom)
addfriend_dz(uid=300647, domain=dom)
addfriend_dz(uid=300646, domain=dom)
addfriend_dz(uid=300645, domain=dom)
addfriend_dz(uid=300644, domain=dom)
addfriend_dz(uid=300643, domain=dom)
addfriend_dz(uid=300642, domain=dom)
addfriend_dz(uid=300641, domain=dom)
addfriend_dz(uid=300640, domain=dom)
addfriend_dz(uid=300639, domain=dom)
addfriend_dz(uid=300638, domain=dom)
addfriend_dz(uid=300637, domain=dom)
addfriend_dz(uid=300636, domain=dom)
addfriend_dz(uid=300635, domain=dom)
addfriend_dz(uid=300634, domain=dom)
addfriend_dz(uid=300633, domain=dom)
addfriend_dz(uid=300632, domain=dom)
addfriend_dz(uid=300631, domain=dom)
addfriend_dz(uid=300630, domain=dom)
addfriend_dz(uid=300629, domain=dom)
addfriend_dz(uid=300628, domain=dom)
addfriend_dz(uid=300627, domain=dom)
addfriend_dz(uid=300626, domain=dom)
addfriend_dz(uid=300625, domain=dom)
addfriend_dz(uid=300624, domain=dom)
addfriend_dz(uid=300623, domain=dom)
addfriend_dz(uid=300622, domain=dom)
addfriend_dz(uid=300621, domain=dom)
addfriend_dz(uid=300620, domain=dom)
addfriend_dz(uid=300619, domain=dom)
addfriend_dz(uid=300618, domain=dom)
addfriend_dz(uid=300617, domain=dom)
addfriend_dz(uid=300616, domain=dom)
addfriend_dz(uid=300615, domain=dom)
addfriend_dz(uid=300614, domain=dom)
addfriend_dz(uid=300613, domain=dom)
addfriend_dz(uid=300612, domain=dom)
addfriend_dz(uid=300611, domain=dom)
addfriend_dz(uid=300610, domain=dom)
addfriend_dz(uid=300609, domain=dom)
addfriend_dz(uid=300608, domain=dom)
addfriend_dz(uid=300607, domain=dom)
addfriend_dz(uid=300606, domain=dom)
addfriend_dz(uid=300605, domain=dom)
addfriend_dz(uid=300604, domain=dom)
addfriend_dz(uid=300603, domain=dom)
addfriend_dz(uid=300602, domain=dom)
addfriend_dz(uid=300601, domain=dom)
addfriend_dz(uid=300600, domain=dom)
addfriend_dz(uid=300599, domain=dom)
addfriend_dz(uid=300598, domain=dom)
addfriend_dz(uid=300597, domain=dom)
addfriend_dz(uid=300596, domain=dom)
addfriend_dz(uid=300595, domain=dom)
addfriend_dz(uid=300594, domain=dom)
addfriend_dz(uid=300593, domain=dom)
addfriend_dz(uid=300592, domain=dom)
addfriend_dz(uid=300591, domain=dom)
addfriend_dz(uid=300590, domain=dom)
addfriend_dz(uid=300589, domain=dom)
addfriend_dz(uid=300588, domain=dom)
addfriend_dz(uid=300587, domain=dom)
addfriend_dz(uid=300586, domain=dom)
addfriend_dz(uid=300585, domain=dom)
addfriend_dz(uid=300584, domain=dom)
addfriend_dz(uid=300583, domain=dom)
addfriend_dz(uid=300582, domain=dom)
addfriend_dz(uid=300581, domain=dom)
addfriend_dz(uid=300580, domain=dom)
addfriend_dz(uid=300579, domain=dom)
addfriend_dz(uid=300578, domain=dom)
addfriend_dz(uid=300577, domain=dom)
addfriend_dz(uid=300576, domain=dom)
addfriend_dz(uid=300575, domain=dom)
addfriend_dz(uid=300574, domain=dom)
addfriend_dz(uid=300573, domain=dom)
addfriend_dz(uid=300572, domain=dom)
addfriend_dz(uid=300571, domain=dom)
addfriend_dz(uid=300570, domain=dom)
addfriend_dz(uid=300569, domain=dom)
addfriend_dz(uid=300568, domain=dom)
addfriend_dz(uid=300567, domain=dom)
addfriend_dz(uid=300566, domain=dom)
addfriend_dz(uid=300565, domain=dom)
addfriend_dz(uid=300564, domain=dom)
addfriend_dz(uid=300563, domain=dom)
addfriend_dz(uid=300562, domain=dom)
addfriend_dz(uid=300561, domain=dom)
addfriend_dz(uid=300560, domain=dom)
addfriend_dz(uid=300559, domain=dom)
addfriend_dz(uid=300558, domain=dom)
addfriend_dz(uid=300557, domain=dom)
addfriend_dz(uid=300556, domain=dom)
addfriend_dz(uid=300555, domain=dom)
addfriend_dz(uid=300554, domain=dom)
addfriend_dz(uid=300553, domain=dom)
addfriend_dz(uid=300552, domain=dom)
addfriend_dz(uid=300551, domain=dom)
addfriend_dz(uid=300550, domain=dom)
addfriend_dz(uid=300549, domain=dom)
addfriend_dz(uid=300548, domain=dom)
addfriend_dz(uid=300547, domain=dom)
addfriend_dz(uid=300546, domain=dom)
addfriend_dz(uid=300545, domain=dom)
addfriend_dz(uid=300544, domain=dom)
addfriend_dz(uid=300543, domain=dom)
addfriend_dz(uid=300542, domain=dom)
addfriend_dz(uid=300541, domain=dom)
addfriend_dz(uid=300540, domain=dom)
addfriend_dz(uid=300539, domain=dom)
addfriend_dz(uid=300538, domain=dom)
addfriend_dz(uid=300537, domain=dom)
addfriend_dz(uid=300536, domain=dom)
addfriend_dz(uid=300535, domain=dom)
addfriend_dz(uid=300534, domain=dom)
addfriend_dz(uid=300533, domain=dom)
addfriend_dz(uid=300532, domain=dom)
addfriend_dz(uid=300531, domain=dom)
addfriend_dz(uid=300530, domain=dom)
addfriend_dz(uid=300529, domain=dom)
addfriend_dz(uid=300528, domain=dom)
addfriend_dz(uid=300527, domain=dom)
addfriend_dz(uid=300526, domain=dom)
addfriend_dz(uid=300525, domain=dom)
addfriend_dz(uid=300524, domain=dom)
addfriend_dz(uid=300523, domain=dom)
addfriend_dz(uid=300522, domain=dom)
addfriend_dz(uid=300521, domain=dom)
addfriend_dz(uid=300520, domain=dom)
addfriend_dz(uid=300519, domain=dom)
addfriend_dz(uid=300518, domain=dom)
addfriend_dz(uid=300517, domain=dom)
addfriend_dz(uid=300516, domain=dom)
addfriend_dz(uid=300515, domain=dom)
addfriend_dz(uid=300514, domain=dom)
addfriend_dz(uid=300513, domain=dom)
addfriend_dz(uid=300512, domain=dom)
addfriend_dz(uid=300511, domain=dom)
addfriend_dz(uid=300510, domain=dom)
addfriend_dz(uid=300509, domain=dom)
addfriend_dz(uid=300508, domain=dom)
addfriend_dz(uid=300507, domain=dom)
addfriend_dz(uid=300506, domain=dom)
addfriend_dz(uid=300505, domain=dom)
addfriend_dz(uid=300504, domain=dom)
addfriend_dz(uid=300503, domain=dom)
addfriend_dz(uid=300502, domain=dom)
addfriend_dz(uid=300501, domain=dom)
addfriend_dz(uid=300500, domain=dom)
addfriend_dz(uid=300499, domain=dom)
addfriend_dz(uid=300498, domain=dom)
addfriend_dz(uid=300497, domain=dom)
addfriend_dz(uid=300496, domain=dom)
addfriend_dz(uid=300495, domain=dom)
addfriend_dz(uid=300494, domain=dom)
addfriend_dz(uid=300493, domain=dom)
addfriend_dz(uid=300492, domain=dom)
addfriend_dz(uid=300491, domain=dom)
addfriend_dz(uid=300490, domain=dom)
addfriend_dz(uid=300489, domain=dom)
addfriend_dz(uid=300488, domain=dom)
addfriend_dz(uid=300487, domain=dom)
addfriend_dz(uid=300486, domain=dom)
addfriend_dz(uid=300485, domain=dom)
addfriend_dz(uid=300484, domain=dom)
addfriend_dz(uid=300483, domain=dom)
addfriend_dz(uid=300482, domain=dom)
addfriend_dz(uid=300481, domain=dom)
addfriend_dz(uid=300480, domain=dom)
addfriend_dz(uid=300479, domain=dom)
addfriend_dz(uid=300478, domain=dom)
addfriend_dz(uid=300477, domain=dom)
addfriend_dz(uid=300476, domain=dom)
addfriend_dz(uid=300475, domain=dom)
addfriend_dz(uid=300474, domain=dom)
addfriend_dz(uid=300473, domain=dom)
addfriend_dz(uid=300472, domain=dom)
addfriend_dz(uid=300471, domain=dom)
addfriend_dz(uid=300470, domain=dom)
addfriend_dz(uid=300469, domain=dom)
addfriend_dz(uid=300468, domain=dom)
addfriend_dz(uid=300467, domain=dom)
addfriend_dz(uid=300466, domain=dom)
addfriend_dz(uid=300465, domain=dom)
addfriend_dz(uid=300464, domain=dom)
addfriend_dz(uid=300463, domain=dom)
addfriend_dz(uid=300462, domain=dom)
addfriend_dz(uid=300461, domain=dom)
addfriend_dz(uid=300460, domain=dom)
addfriend_dz(uid=300459, domain=dom)
addfriend_dz(uid=300458, domain=dom)
addfriend_dz(uid=300457, domain=dom)
addfriend_dz(uid=300456, domain=dom)
addfriend_dz(uid=300455, domain=dom)
addfriend_dz(uid=300454, domain=dom)
addfriend_dz(uid=300453, domain=dom)
addfriend_dz(uid=300452, domain=dom)
addfriend_dz(uid=300451, domain=dom)
addfriend_dz(uid=300450, domain=dom)
addfriend_dz(uid=300449, domain=dom)
addfriend_dz(uid=300448, domain=dom)
addfriend_dz(uid=300447, domain=dom)
addfriend_dz(uid=300446, domain=dom)
addfriend_dz(uid=300445, domain=dom)
addfriend_dz(uid=300444, domain=dom)
addfriend_dz(uid=300443, domain=dom)
addfriend_dz(uid=300442, domain=dom)
addfriend_dz(uid=300441, domain=dom)
addfriend_dz(uid=300440, domain=dom)
addfriend_dz(uid=300439, domain=dom)
addfriend_dz(uid=300438, domain=dom)
addfriend_dz(uid=300437, domain=dom)
addfriend_dz(uid=300436, domain=dom)
addfriend_dz(uid=300435, domain=dom)
addfriend_dz(uid=300434, domain=dom)
addfriend_dz(uid=300433, domain=dom)
addfriend_dz(uid=300432, domain=dom)
addfriend_dz(uid=300431, domain=dom)
addfriend_dz(uid=300430, domain=dom)
addfriend_dz(uid=300429, domain=dom)
addfriend_dz(uid=300428, domain=dom)
addfriend_dz(uid=300427, domain=dom)
addfriend_dz(uid=300426, domain=dom)
addfriend_dz(uid=300425, domain=dom)
addfriend_dz(uid=300424, domain=dom)
addfriend_dz(uid=300423, domain=dom)
addfriend_dz(uid=300422, domain=dom)
addfriend_dz(uid=300421, domain=dom)
addfriend_dz(uid=300420, domain=dom)
addfriend_dz(uid=300419, domain=dom)
addfriend_dz(uid=300418, domain=dom)
addfriend_dz(uid=300417, domain=dom)
addfriend_dz(uid=300416, domain=dom)
addfriend_dz(uid=300415, domain=dom)
addfriend_dz(uid=300414, domain=dom)
addfriend_dz(uid=300413, domain=dom)
addfriend_dz(uid=300412, domain=dom)
addfriend_dz(uid=300411, domain=dom)
addfriend_dz(uid=300410, domain=dom)
addfriend_dz(uid=300409, domain=dom)
addfriend_dz(uid=300408, domain=dom)
addfriend_dz(uid=300407, domain=dom)
addfriend_dz(uid=300406, domain=dom)
addfriend_dz(uid=300405, domain=dom)
addfriend_dz(uid=300404, domain=dom)
addfriend_dz(uid=300403, domain=dom)
addfriend_dz(uid=300402, domain=dom)
addfriend_dz(uid=300401, domain=dom)
addfriend_dz(uid=300400, domain=dom)
addfriend_dz(uid=300399, domain=dom)
addfriend_dz(uid=300398, domain=dom)
addfriend_dz(uid=300397, domain=dom)
addfriend_dz(uid=300396, domain=dom)
addfriend_dz(uid=300395, domain=dom)
addfriend_dz(uid=300394, domain=dom)
addfriend_dz(uid=300393, domain=dom)
addfriend_dz(uid=300392, domain=dom)
addfriend_dz(uid=300391, domain=dom)
addfriend_dz(uid=300390, domain=dom)
addfriend_dz(uid=300389, domain=dom)
addfriend_dz(uid=300388, domain=dom)
addfriend_dz(uid=300387, domain=dom)
addfriend_dz(uid=300386, domain=dom)
addfriend_dz(uid=300385, domain=dom)
addfriend_dz(uid=300384, domain=dom)
addfriend_dz(uid=300383, domain=dom)
addfriend_dz(uid=300382, domain=dom)
addfriend_dz(uid=300381, domain=dom)
addfriend_dz(uid=300380, domain=dom)
addfriend_dz(uid=300379, domain=dom)
addfriend_dz(uid=300378, domain=dom)
addfriend_dz(uid=300377, domain=dom)
addfriend_dz(uid=300376, domain=dom)
addfriend_dz(uid=300375, domain=dom)
addfriend_dz(uid=300374, domain=dom)
addfriend_dz(uid=300373, domain=dom)
addfriend_dz(uid=300372, domain=dom)
addfriend_dz(uid=300371, domain=dom)
addfriend_dz(uid=300370, domain=dom)
addfriend_dz(uid=300369, domain=dom)
addfriend_dz(uid=300368, domain=dom)
addfriend_dz(uid=300367, domain=dom)
addfriend_dz(uid=300366, domain=dom)
addfriend_dz(uid=300365, domain=dom)
addfriend_dz(uid=300364, domain=dom)
addfriend_dz(uid=300363, domain=dom)
addfriend_dz(uid=300362, domain=dom)
addfriend_dz(uid=300361, domain=dom)
addfriend_dz(uid=300360, domain=dom)
addfriend_dz(uid=300359, domain=dom)
addfriend_dz(uid=300358, domain=dom)
addfriend_dz(uid=300357, domain=dom)
addfriend_dz(uid=300356, domain=dom)
addfriend_dz(uid=300355, domain=dom)
addfriend_dz(uid=300354, domain=dom)
addfriend_dz(uid=300353, domain=dom)
addfriend_dz(uid=300352, domain=dom)
addfriend_dz(uid=300351, domain=dom)
addfriend_dz(uid=300350, domain=dom)
addfriend_dz(uid=300349, domain=dom)
addfriend_dz(uid=300348, domain=dom)
addfriend_dz(uid=300347, domain=dom)
addfriend_dz(uid=300346, domain=dom)
addfriend_dz(uid=300345, domain=dom)
addfriend_dz(uid=300344, domain=dom)
addfriend_dz(uid=300343, domain=dom)
addfriend_dz(uid=300342, domain=dom)
addfriend_dz(uid=300341, domain=dom)
addfriend_dz(uid=300340, domain=dom)
addfriend_dz(uid=300339, domain=dom)
addfriend_dz(uid=300338, domain=dom)
addfriend_dz(uid=300337, domain=dom)
addfriend_dz(uid=300336, domain=dom)
addfriend_dz(uid=300335, domain=dom)
addfriend_dz(uid=300334, domain=dom)
addfriend_dz(uid=300333, domain=dom)
addfriend_dz(uid=300332, domain=dom)
addfriend_dz(uid=300331, domain=dom)
addfriend_dz(uid=300330, domain=dom)
addfriend_dz(uid=300329, domain=dom)
addfriend_dz(uid=300328, domain=dom)
addfriend_dz(uid=300327, domain=dom)
addfriend_dz(uid=300326, domain=dom)
addfriend_dz(uid=300325, domain=dom)
addfriend_dz(uid=300324, domain=dom)
addfriend_dz(uid=300323, domain=dom)
addfriend_dz(uid=300322, domain=dom)
addfriend_dz(uid=300321, domain=dom)
addfriend_dz(uid=300320, domain=dom)
addfriend_dz(uid=300319, domain=dom)
addfriend_dz(uid=300318, domain=dom)
addfriend_dz(uid=300317, domain=dom)
addfriend_dz(uid=300316, domain=dom)
addfriend_dz(uid=300315, domain=dom)
addfriend_dz(uid=300314, domain=dom)
addfriend_dz(uid=300313, domain=dom)
addfriend_dz(uid=300312, domain=dom)
addfriend_dz(uid=300311, domain=dom)
addfriend_dz(uid=300310, domain=dom)
addfriend_dz(uid=300309, domain=dom)
addfriend_dz(uid=300308, domain=dom)
addfriend_dz(uid=300307, domain=dom)
addfriend_dz(uid=300306, domain=dom)
addfriend_dz(uid=300305, domain=dom)
addfriend_dz(uid=300304, domain=dom)
addfriend_dz(uid=300303, domain=dom)
addfriend_dz(uid=300302, domain=dom)
addfriend_dz(uid=300301, domain=dom)
addfriend_dz(uid=300300, domain=dom)
addfriend_dz(uid=300299, domain=dom)
addfriend_dz(uid=300298, domain=dom)
addfriend_dz(uid=300297, domain=dom)
addfriend_dz(uid=300296, domain=dom)
addfriend_dz(uid=300295, domain=dom)
addfriend_dz(uid=300294, domain=dom)
addfriend_dz(uid=300293, domain=dom)
addfriend_dz(uid=300292, domain=dom)
addfriend_dz(uid=300291, domain=dom)
addfriend_dz(uid=300290, domain=dom)
addfriend_dz(uid=300289, domain=dom)
addfriend_dz(uid=300288, domain=dom)
addfriend_dz(uid=300287, domain=dom)
addfriend_dz(uid=300286, domain=dom)
addfriend_dz(uid=300285, domain=dom)
addfriend_dz(uid=300284, domain=dom)
addfriend_dz(uid=300283, domain=dom)
addfriend_dz(uid=300282, domain=dom)
addfriend_dz(uid=300281, domain=dom)
addfriend_dz(uid=300280, domain=dom)
addfriend_dz(uid=300279, domain=dom)
addfriend_dz(uid=300278, domain=dom)
addfriend_dz(uid=300277, domain=dom)
addfriend_dz(uid=300276, domain=dom)
addfriend_dz(uid=300275, domain=dom)
addfriend_dz(uid=300274, domain=dom)
addfriend_dz(uid=300273, domain=dom)
addfriend_dz(uid=300272, domain=dom)
addfriend_dz(uid=300271, domain=dom)
addfriend_dz(uid=300270, domain=dom)
addfriend_dz(uid=300269, domain=dom)
addfriend_dz(uid=300268, domain=dom)
addfriend_dz(uid=300267, domain=dom)
addfriend_dz(uid=300266, domain=dom)
addfriend_dz(uid=300265, domain=dom)
addfriend_dz(uid=300264, domain=dom)
addfriend_dz(uid=300263, domain=dom)
addfriend_dz(uid=300262, domain=dom)
addfriend_dz(uid=300261, domain=dom)
addfriend_dz(uid=300260, domain=dom)
addfriend_dz(uid=300259, domain=dom)
addfriend_dz(uid=300258, domain=dom)
addfriend_dz(uid=300257, domain=dom)
addfriend_dz(uid=300256, domain=dom)
addfriend_dz(uid=300255, domain=dom)
addfriend_dz(uid=300254, domain=dom)
addfriend_dz(uid=300253, domain=dom)
addfriend_dz(uid=300252, domain=dom)
addfriend_dz(uid=300251, domain=dom)
addfriend_dz(uid=300250, domain=dom)
addfriend_dz(uid=300249, domain=dom)
addfriend_dz(uid=300248, domain=dom)
addfriend_dz(uid=300247, domain=dom)
addfriend_dz(uid=300246, domain=dom)
addfriend_dz(uid=300245, domain=dom)
addfriend_dz(uid=300244, domain=dom)
addfriend_dz(uid=300243, domain=dom)
addfriend_dz(uid=300242, domain=dom)
addfriend_dz(uid=300241, domain=dom)
addfriend_dz(uid=300240, domain=dom)
addfriend_dz(uid=300239, domain=dom)
addfriend_dz(uid=300238, domain=dom)
addfriend_dz(uid=300237, domain=dom)
addfriend_dz(uid=300236, domain=dom)
addfriend_dz(uid=300235, domain=dom)
addfriend_dz(uid=300234, domain=dom)
addfriend_dz(uid=300233, domain=dom)
addfriend_dz(uid=300232, domain=dom)
addfriend_dz(uid=300231, domain=dom)
addfriend_dz(uid=300230, domain=dom)
addfriend_dz(uid=300229, domain=dom)
addfriend_dz(uid=300228, domain=dom)
addfriend_dz(uid=300227, domain=dom)
addfriend_dz(uid=300226, domain=dom)
addfriend_dz(uid=300225, domain=dom)
addfriend_dz(uid=300224, domain=dom)
addfriend_dz(uid=300223, domain=dom)
addfriend_dz(uid=300222, domain=dom)
addfriend_dz(uid=300221, domain=dom)
addfriend_dz(uid=300220, domain=dom)
addfriend_dz(uid=300219, domain=dom)
addfriend_dz(uid=300218, domain=dom)
addfriend_dz(uid=300217, domain=dom)
